200	Phased Plasma L	0.025	109
201	EMP L	0.025	109
202	Mjolnir Cruise Missile	0.05	921
203	Scourge Cruise Missile	0.05	921
204	Inferno Cruise Missile	0.05	921
205	Nova Cruise Missile	0.05	921
206	Nova Heavy Missile	0.03	924
207	Mjolnir Heavy Missile	0.03	924
208	Inferno Heavy Missile	0.03	924
209	Scourge Heavy Missile	0.03	924
210	Scourge Light Missile	0.015	920
211	Inferno Light Missile	0.015	920
212	Mjolnir Light Missile	0.015	920
213	Nova Light Missile	0.015	920
215	Iron Charge S	0.0025	107
216	Tungsten Charge S	0.0025	107
217	Iridium Charge S	0.0025	107
218	Lead Charge S	0.0025	107
219	Thorium Charge S	0.0025	107
220	Uranium Charge S	0.0025	107
221	Plutonium Charge S	0.0025	107
222	Antimatter Charge S	0.0025	107
223	Iron Charge M	0.0125	108
224	Tungsten Charge M	0.0125	108
225	Iridium Charge M	0.0125	108
226	Lead Charge M	0.0125	108
227	Thorium Charge M	0.0125	108
228	Uranium Charge M	0.0125	108
229	Plutonium Charge M	0.0125	108
230	Antimatter Charge M	0.0125	108
231	Iron Charge L	0.025	106
232	Tungsten Charge L	0.025	106
233	Iridium Charge L	0.025	106
234	Lead Charge L	0.025	106
235	Thorium Charge L	0.025	106
236	Uranium Charge L	0.025	106
237	Plutonium Charge L	0.025	106
238	Antimatter Charge L	0.025	106
239	Radio S	1	102
240	Microwave S	1	102
241	Infrared S	1	102
242	Standard S	1	102
243	Ultraviolet S	1	102
244	Xray S	1	102
245	Gamma S	1	102
246	Multifrequency S	1	102
247	Radio M	1	103
248	Microwave M	1	103
249	Infrared M	1	103
250	Standard M	1	103
251	Ultraviolet M	1	103
252	Xray M	1	103
253	Gamma M	1	103
254	Multifrequency M	1	103
255	Radio L	1	105
256	Microwave L	1	105
257	Infrared L	1	105
258	Standard L	1	105
259	Ultraviolet L	1	105
260	Xray L	1	105
261	Gamma L	1	105
262	Multifrequency L	1	105
263	Cap Booster 25	1	139
264	Cap Booster 50	2	139
265	Heavy Defender Missile I	0.03	116
266	Scourge Rocket	0.005	922
267	Scourge Torpedo	0.1	923
269	Mjolnir Auto-Targeting Light Missile I	0.015	914
270	Python Mine	0.15	\N
377	Small Shield Extender I	5	605
380	Small Shield Extender II	5	605
393	Shield Recharger I	5	126
394	Shield Recharger II	5	126
399	Small Shield Booster I	5	609
400	Small Shield Booster II	5	609
405	Micro Remote Shield Booster I	2.5	604
406	Micro Remote Shield Booster II	2.5	604
421	Basic Capacitor Recharger	5	665
434	1MN Microwarpdrive I	10	131
438	1MN Afterburner II	5	542
439	1MN Afterburner I	5	542
440	1MN Microwarpdrive II	10	131
442	Cargo Scanner I	5	711
443	Ship Scanner I	5	713
444	Survey Scanner I	5	714
447	Warp Scrambler I	5	682
448	Warp Scrambler II	5	682
450	Gatling Pulse Laser I	5	570
451	Dual Light Pulse Laser I	5	570
452	Dual Light Beam Laser I	5	567
453	Small Focused Pulse Laser I	5	570
454	Small Focused Beam Laser I	5	567
455	Quad Light Beam Laser I	10	568
456	Focused Medium Pulse Laser I	10	572
457	Focused Medium Beam Laser I	10	568
458	Heavy Pulse Laser I	25	572
459	Heavy Beam Laser I	25	568
460	Dual Heavy Pulse Laser I	20	573
461	Dual Heavy Beam Laser I	50	569
462	Mega Pulse Laser I	50	573
463	Mega Beam Laser I	50	569
464	Tachyon Beam Laser I	50	569
482	Miner II	5	1039
483	Miner I	5	1039
484	125mm Gatling AutoCannon I	5	574
485	150mm Light AutoCannon I	5	574
486	200mm AutoCannon I	5	574
487	250mm Light Artillery Cannon I	5	577
488	280mm Howitzer Artillery I	5	577
489	Dual 180mm AutoCannon I	10	575
490	220mm Vulcan AutoCannon I	10	575
491	425mm AutoCannon I	10	575
492	650mm Artillery Cannon I	25	578
493	720mm Howitzer Artillery I	25	578
494	Dual 425mm AutoCannon I	20	576
495	Dual 650mm Repeating Cannon I	50	576
496	800mm Repeating Cannon I	25	576
497	1200mm Artillery Cannon I	50	579
498	1400mm Howitzer Artillery I	50	579
499	Light Missile Launcher I	5	640
501	Heavy Missile Launcher I	10	642
503	Torpedo Launcher I	20	644
506	Basic Capacitor Power Relay	5	667
508	Basic Shield Flux Coil	5	687
509	Basic Capacitor Flux Coil	5	666
518	Basic Gyrostabilizer	5	646
519	Gyrostabilizer II	5	646
520	Gyrostabilizer I	5	646
521	Basic Damage Control	5	615
522	Micro Capacitor Battery I	2.5	702
523	Small Armor Repairer I	5	1049
524	Small Hull Repairer I	12.5	1053
526	Stasis Webifier I	5	683
527	Stasis Webifier II	5	683
529	Small Remote Capacitor Transmitter I	25	695
530	Small Nosferatu I	5	692
533	Small Energy Neutralizer I	5	689
561	75mm Gatling Rail I	5	564
562	Light Electron Blaster I	5	561
563	Light Ion Blaster I	5	561
564	Light Neutron Blaster I	5	561
565	150mm Railgun I	5	564
566	Heavy Electron Blaster I	10	562
567	Dual 150mm Railgun I	10	565
568	Heavy Neutron Blaster I	25	562
569	Heavy Ion Blaster I	10	562
570	250mm Railgun I	25	565
571	Electron Blaster Cannon I	50	563
572	Dual 250mm Railgun I	20	566
573	Neutron Blaster Cannon I	50	563
574	425mm Railgun I	50	566
575	Ion Blaster Cannon I	50	563
577	Medium Capacitor Booster I	10	700
578	Adaptive Invulnerability Field I	20	1696
580	ECM Burst I	5	678
581	Passive Targeter I	25	672
582	Bantam	2500	61
583	Condor	2500	61
584	Griffin	2500	61
585	Slasher	2500	64
586	Probe	2500	64
587	Rifter	2500	64
588	Reaper	2500	1819
589	Executioner	2500	72
590	Inquisitor	2500	72
591	Tormentor	2500	72
592	Navitas	2500	77
593	Tristan	2500	77
594	Incursus	2500	77
595	Gallente Police Ship	2500	\N
596	Impairor	2500	1816
597	Punisher	2500	72
598	Breacher	2500	64
599	Burst	2500	64
600	Minmatar Peacekeeper Ship	2500	\N
601	Ibis	2500	1817
602	Kestrel	2500	61
603	Merlin	2500	61
605	Heron	2500	61
606	Velator	2500	1818
607	Imicus	2500	77
608	Atron	2500	77
609	Maulus	2500	77
610	Wraith	2500	\N
611	Specter	2500	\N
613	Devourer	2500	\N
614	Fury	2500	\N
615	Immolator	2500	1619
616	Medusa	2500	\N
617	Echo	2500	1619
618	Lynx	2500	\N
619	Swordspine	2500	\N
620	Osprey	10000	75
621	Caracal	10000	75
622	Stabber	10000	73
623	Moa	10000	75
624	Maller	10000	74
625	Augoror	10000	74
626	Vexor	10000	76
627	Thorax	10000	76
628	Arbitrator	10000	74
629	Rupture	10000	73
630	Bellicose	10000	73
631	Scythe	10000	73
632	Blackbird	10000	75
633	Celestis	10000	76
634	Exequror	10000	76
635	Opux Luxury Yacht	10000	\N
638	Raven	50000	80
639	Tempest	50000	78
640	Scorpion	50000	80
641	Megathron	50000	81
642	Apocalypse	50000	79
643	Armageddon	50000	79
644	Typhoon	50000	78
645	Dominix	50000	81
647	Eidolon	50000	\N
648	Badger	20000	84
649	Tayra	20000	84
650	Nereus	20000	83
651	Hoarder	20000	82
652	Mammoth	20000	82
653	Wreathe	20000	82
654	Kryos	20000	83
655	Epithal	20000	83
656	Miasmos	20000	83
657	Iteron Mark V	20000	83
658	Visitant	20000	\N
670	Capsule	500	\N
671	Erebus	10000000	815
672	Caldari Shuttle	500	396
681	Clone Grade Beta Blueprint	0.01	\N
682	Clone Grade Gamma Blueprint	0.01	\N
683	Bantam Blueprint	0.01	261
684	Condor Blueprint	0.01	261
685	Griffin Blueprint	0.01	261
686	Osprey Blueprint	0.01	275
687	Caracal Blueprint	0.01	275
688	Raven Blueprint	0.01	280
689	Slasher Blueprint	0.01	264
690	Probe Blueprint	0.01	264
691	Rifter Blueprint	0.01	264
692	Stabber Blueprint	0.01	273
693	Tempest Blueprint	0.01	278
784	Miner II Blueprint	0.01	\N
785	Miner I Blueprint	0.01	338
786	Light Missile Launcher I Blueprint	0.01	340
788	Heavy Missile Launcher I Blueprint	0.01	340
790	Torpedo Launcher I Blueprint	0.01	340
803	Mjolnir Cruise Missile Blueprint	0.01	1526
804	Scourge Cruise Missile Blueprint	0.01	1526
805	Inferno Cruise Missile Blueprint	0.01	1526
806	Nova Cruise Missile Blueprint	0.01	1526
807	Nova Heavy Missile Blueprint	0.01	1527
808	Mjolnir Heavy Missile Blueprint	0.01	1527
809	Inferno Heavy Missile Blueprint	0.01	1527
810	Scourge Heavy Missile Blueprint	0.01	1527
811	Scourge Light Missile Blueprint	0.01	1528
812	Inferno Light Missile Blueprint	0.01	1528
813	Mjolnir Light Missile Blueprint	0.01	1528
814	Nova Light Missile Blueprint	0.01	1528
819	125mm Gatling AutoCannon I Blueprint	0.01	296
820	150mm Light AutoCannon I Blueprint	0.01	296
821	200mm AutoCannon I Blueprint	0.01	296
822	250mm Light Artillery Cannon I Blueprint	0.01	296
823	280mm Howitzer Artillery I Blueprint	0.01	296
824	Dual 180mm AutoCannon I Blueprint	0.01	297
825	220mm Vulcan AutoCannon I Blueprint	0.01	297
826	425mm AutoCannon I Blueprint	0.01	297
827	650mm Artillery Cannon I Blueprint	0.01	297
828	720mm Howitzer Artillery I Blueprint	0.01	297
829	Dual 425mm AutoCannon I Blueprint	0.01	298
830	Dual 650mm Repeating Artillery I Blueprint	0.01	298
831	800mm Repeating Artillery I Blueprint	0.01	298
832	1200mm Artillery Cannon I Blueprint	0.01	298
833	1400mm Howitzer Artillery I Blueprint	0.01	298
834	Gatling Pulse Laser I Blueprint	0.01	292
835	Dual Light Pulse Laser I Blueprint	0.01	292
836	Dual Light Beam Laser I Blueprint	0.01	292
837	Small Focused Pulse Laser I Blueprint	0.01	292
838	Small Focused Beam Laser I Blueprint	0.01	292
839	Quad Light Beam Laser I Blueprint	0.01	293
840	Focused Medium Pulse Laser I Blueprint	0.01	293
841	Focused Medium Beam Laser I Blueprint	0.01	293
842	Heavy Pulse Laser I Blueprint	0.01	293
843	Heavy Beam Laser I Blueprint	0.01	293
844	Dual Heavy Pulse Laser I Blueprint	0.01	295
845	Dual Heavy Beam Laser I Blueprint	0.01	295
846	Mega Pulse Laser I Blueprint	0.01	295
847	Mega Beam Laser I Blueprint	0.01	295
848	Tachyon Beam Laser I Blueprint	0.01	295
879	Carbonized Lead S Blueprint	0.01	313
880	Nuclear S Blueprint	0.01	313
881	Proton S Blueprint	0.01	313
882	Depleted Uranium S Blueprint	0.01	313
883	Titanium Sabot S Blueprint	0.01	313
884	Fusion S Blueprint	0.01	313
885	Phased Plasma S Blueprint	0.01	313
886	EMP S Blueprint	0.01	313
887	Carbonized Lead M Blueprint	0.01	312
888	Nuclear M Blueprint	0.01	312
889	Proton M Blueprint	0.01	312
890	Depleted Uranium M Blueprint	0.01	312
891	Titanium Sabot M Blueprint	0.01	312
892	Fusion M Blueprint	0.01	312
893	Phased Plasma M Blueprint	0.01	312
894	EMP M Blueprint	0.01	312
895	Carbonized Lead L Blueprint	0.01	309
896	Nuclear L Blueprint	0.01	309
897	Proton L Blueprint	0.01	309
898	Depleted Uranium L Blueprint	0.01	309
899	Titanium Sabot L Blueprint	0.01	309
900	Fusion L Blueprint	0.01	309
901	Phased Plasma L Blueprint	0.01	309
902	EMP L Blueprint	0.01	309
935	Reaper Blueprint	0.01	\N
936	Executioner Blueprint	0.01	272
937	Inquisitor Blueprint	0.01	272
938	Tormentor Blueprint	0.01	272
939	Navitas Blueprint	0.01	277
940	Tristan Blueprint	0.01	277
941	Incursus Blueprint	0.01	277
943	Impairor Blueprint	0.01	\N
944	Punisher Blueprint	0.01	272
945	Breacher Blueprint	0.01	264
946	Burst Blueprint	0.01	264
947	Minmatar Peacekeeper Ship Blueprint	0.01	\N
948	Ibis Blueprint	0.01	\N
949	Kestrel Blueprint	0.01	261
950	Merlin Blueprint	0.01	261
952	Heron Blueprint	0.01	261
953	Velator Blueprint	0.01	\N
954	Imicus Blueprint	0.01	277
955	Atron Blueprint	0.01	277
956	Maulus Blueprint	0.01	277
957	Wraith Blueprint	0.01	\N
958	Specter Blueprint	0.01	\N
960	Devourer Blueprint	0.01	\N
961	Fury Blueprint	0.01	\N
962	Immolator Blueprint	0.01	\N
963	Medusa Blueprint	0.01	\N
964	Echo Blueprint	0.01	\N
965	Lynx Blueprint	0.01	\N
966	Swordspine Blueprint	0.01	\N
967	Caldari Shuttle Blueprint	0.01	416
968	Moa Blueprint	0.01	275
969	Maller Blueprint	0.01	274
970	Augoror Blueprint	0.01	274
971	Vexor Blueprint	0.01	276
972	Thorax Blueprint	0.01	276
973	Arbitrator Blueprint	0.01	274
974	Rupture Blueprint	0.01	273
975	Bellicose Blueprint	0.01	273
976	Scythe Blueprint	0.01	273
977	Blackbird Blueprint	0.01	275
978	Celestis Blueprint	0.01	276
979	Exequror Blueprint	0.01	276
983	Badger Blueprint	0.01	284
984	Tayra Blueprint	0.01	284
985	Nereus Blueprint	0.01	283
986	Hoarder Blueprint	0.01	282
987	Mammoth Blueprint	0.01	282
988	Wreathe Blueprint	0.01	282
989	Kryos Blueprint	0.01	283
990	Epithal Blueprint	0.01	283
991	Miasmos Blueprint	0.01	283
992	Iteron Mark V Blueprint	0.01	283
993	Visitant Blueprint	0.01	\N
994	Scorpion Blueprint	0.01	280
995	Megathron Blueprint	0.01	281
996	Apocalypse Blueprint	0.01	279
997	Armageddon Blueprint	0.01	279
998	Typhoon Blueprint	0.01	278
999	Dominix Blueprint	0.01	281
1001	Eidolon Blueprint	0.01	\N
1002	Erebus Blueprint	0.01	886
1010	Small Shield Extender I Blueprint	0.01	1549
1013	Small Shield Extender II Blueprint	0.01	\N
1026	Shield Recharger I Blueprint	0.01	1551
1027	Shield Recharger II Blueprint	0.01	\N
1032	Small Shield Booster I Blueprint	0.01	1552
1033	Small Shield Booster II Blueprint	0.01	\N
1067	1MN Microwarpdrive I Blueprint	0.01	331
1071	1MN Afterburner II Blueprint	0.01	\N
1072	1MN Afterburner I Blueprint	0.01	1525
1073	1MN Microwarpdrive II Blueprint	0.01	\N
1074	Cargo Scanner I Blueprint	0.01	325
1075	Ship Scanner I Blueprint	0.01	325
1076	Survey Scanner I Blueprint	0.01	325
1079	Warp Scrambler I Blueprint	0.01	1569
1080	Warp Scrambler II Blueprint	0.01	\N
1095	Gyrostabilizer II Blueprint	0.01	\N
1096	Gyrostabilizer I Blueprint	0.01	343
1099	Small Armor Repairer I Blueprint	0.01	1536
1100	Small Hull Repairer I Blueprint	0.01	1537
1102	Stasis Webifier I Blueprint	0.01	1570
1103	Stasis Webifier II Blueprint	0.01	\N
1105	Small Remote Capacitor Transmitter I Blueprint	0.01	1562
1106	Small Nosferatu I Blueprint	0.01	1564
1109	Small Energy Neutralizer I Blueprint	0.01	1565
1112	75mm Gatling Rail I Blueprint	0.01	291
1113	Light Electron Blaster I Blueprint	0.01	291
1114	Light Ion Blaster I Blueprint	0.01	291
1115	Light Neutron Blaster I Blueprint	0.01	291
1116	150mm Railgun I Blueprint	0.01	291
1117	Heavy Electron Blaster I Blueprint	0.01	290
1118	Dual 150mm Railgun I Blueprint	0.01	290
1119	Heavy Neutron Blaster I Blueprint	0.01	290
1120	Heavy Ion Blaster I Blueprint	0.01	290
1121	250mm Railgun I Blueprint	0.01	290
1122	Electron Blaster Cannon I Blueprint	0.01	289
1123	Dual 250mm Railgun I Blueprint	0.01	289
1124	Neutron Blaster Cannon I Blueprint	0.01	289
1125	425mm Railgun I Blueprint	0.01	289
1126	Ion Blaster Cannon I Blueprint	0.01	289
1128	Medium Capacitor Booster I Blueprint	0.01	1563
1129	Adaptive Invulnerability Field I Blueprint	0.01	1548
1130	Iron Charge S Blueprint	0.01	307
1131	Tungsten Charge S Blueprint	0.01	307
1132	Iridium Charge S Blueprint	0.01	307
1133	Lead Charge S Blueprint	0.01	307
1134	Thorium Charge S Blueprint	0.01	307
1135	Uranium Charge S Blueprint	0.01	307
1136	Plutonium Charge S Blueprint	0.01	307
1137	Antimatter Charge S Blueprint	0.01	307
1138	Iron Charge M Blueprint	0.01	308
1139	Tungsten Charge M Blueprint	0.01	308
1140	Iridium Charge M Blueprint	0.01	308
1141	Lead Charge M Blueprint	0.01	308
1142	Thorium Charge M Blueprint	0.01	308
1143	Uranium Charge M Blueprint	0.01	308
1144	Plutonium Charge M Blueprint	0.01	308
1145	Antimatter Charge M Blueprint	0.01	308
1146	Iron Charge L Blueprint	0.01	306
1147	Tungsten Charge L Blueprint	0.01	306
1148	Iridium Charge L Blueprint	0.01	306
1149	Lead Charge L Blueprint	0.01	306
1150	Thorium Charge L Blueprint	0.01	306
1151	Uranium Charge L Blueprint	0.01	306
1152	Plutonium Charge L Blueprint	0.01	306
1153	Antimatter Charge L Blueprint	0.01	306
1154	Radio S Blueprint	0.01	302
1155	Microwave S Blueprint	0.01	302
1156	Infrared S Blueprint	0.01	302
1157	Standard S Blueprint	0.01	302
1158	Ultraviolet S Blueprint	0.01	302
1159	Xray S Blueprint	0.01	302
1160	Gamma S Blueprint	0.01	302
1161	Multifrequency S Blueprint	0.01	302
1162	Radio M Blueprint	0.01	303
1163	Microwave M Blueprint	0.01	303
1164	Infrared M Blueprint	0.01	303
1165	Standard M Blueprint	0.01	303
1166	Ultraviolet M Blueprint	0.01	303
1167	Xray M Blueprint	0.01	303
1168	Gamma M Blueprint	0.01	303
1169	Multifrequency M Blueprint	0.01	303
1170	Radio L Blueprint	0.01	305
1171	Microwave L Blueprint	0.01	305
1172	Infrared L Blueprint	0.01	305
1173	Standard L Blueprint	0.01	305
1174	Ultraviolet L Blueprint	0.01	305
1175	Xray L Blueprint	0.01	305
1176	Gamma L Blueprint	0.01	305
1177	Multifrequency L Blueprint	0.01	305
1178	Cap Booster 25 Blueprint	0.01	339
1179	Cap Booster 50 Blueprint	0.01	339
1182	Auto Targeting System I	5	670
1183	Small Armor Repairer II	5	1049
1184	Small Armor Repairer II Blueprint	0.01	\N
1185	Small Capacitor Battery I	5	703
1186	Small Capacitor Battery I Blueprint	0.01	1558
1190	Small Remote Capacitor Transmitter II	5	695
1191	Small Remote Capacitor Transmitter II Blueprint	0.01	\N
1192	Basic Overdrive Injector System	5	1087
1193	Basic EM Plating	5	1668
1194	Amarr Sentry Gun	1000	\N
1195	Cap Recharger I	5	665
1196	Cap Recharger I Blueprint	0.01	1555
1197	EM Plating I	5	1668
1198	EM Plating II	5	1668
1201	Wasp I	25	839
1202	Civilian Mining Drone	5	158
1204	EM Plating I Blueprint	0.01	1544
1205	EM Plating II Blueprint	0.01	\N
1208	Auto Targeting System I Blueprint	0.01	1579
1210	ECM Burst I Blueprint	0.01	1568
1212	Passive Targeter I Blueprint	0.01	1582
1214	Wasp I Blueprint	0.01	359
1215	Heavy Defender Missile I Blueprint	0.01	316
1216	Mjolnir Auto-Targeting Light Missile I Blueprint	0.01	315
1217	Python Mine Blueprint	0.01	\N
1218	Civilian Mining Drone Blueprint	0.01	358
1220	Scourge Rocket Blueprint	0.01	318
1221	Scourge Torpedo Blueprint	0.01	390
1223	Bistot	16	514
1224	Pyroxeres	0.3	515
1225	Crokite	16	521
1226	Jaspet	2	529
1227	Omber	0.6	526
1228	Scordite	0.15	519
1229	Gneiss	5	525
1230	Veldspar	0.1	518
1231	Hemorphite	3	528
1232	Dark Ochre	8	522
1233	Polaris Enigma Frigate	2500	\N
1236	Overdrive Injector System II	5	1087
1237	Overdrive Injector System II Blueprint	0.01	\N
1240	Basic Reinforced Bulkheads	5	1195
1242	Basic Nanofiber Internal Structure	5	1196
1244	Overdrive Injector System I	5	1087
1245	Overdrive Injector System I Blueprint	0.01	332
1246	Capacitor Flux Coil I	5	666
1247	Capacitor Flux Coil I Blueprint	0.01	1556
1248	Capacitor Flux Coil II	5	666
1249	Capacitor Flux Coil II Blueprint	0.01	\N
1254	Shield Flux Coil I	5	687
1255	Shield Flux Coil I Blueprint	0.01	1547
1256	Shield Flux Coil II	5	687
1257	Shield Flux Coil II Blueprint	0.01	\N
1262	Basic Explosive Plating	5	1667
1264	Explosive Plating I	5	1667
1265	Explosive Plating I Blueprint	0.01	1544
1266	Explosive Plating II	5	1667
1267	Explosive Plating II Blueprint	0.01	\N
1272	Basic Layered Plating	5	1669
1274	Layered Plating I	5	1669
1275	Layered Plating I Blueprint	0.01	1544
1276	Layered Plating II	5	1669
1277	Layered Plating II Blueprint	0.01	\N
1282	Basic Kinetic Plating	5	1666
1284	Kinetic Plating I	5	1666
1285	Kinetic Plating I Blueprint	0.01	1544
1286	Kinetic Plating II	5	1666
1287	Kinetic Plating II Blueprint	0.01	\N
1292	Basic Thermic Plating	5	1665
1294	Thermic Plating I	5	1665
1295	Thermic Plating I Blueprint	0.01	1544
1296	Thermic Plating II	5	1665
1297	Thermic Plating II Blueprint	0.01	\N
1302	Basic Adaptive Nano Plating	5	1670
1304	Adaptive Nano Plating I	5	1670
1305	Adaptive Nano Plating I Blueprint	0.01	1544
1306	Adaptive Nano Plating II	5	1670
1307	Adaptive Nano Plating II Blueprint	0.01	\N
1315	Basic Expanded Cargohold	5	1197
1317	Expanded Cargohold I	5	1197
1318	Expanded Cargohold I Blueprint	0.01	335
1319	Expanded Cargohold II	5	1197
1320	Expanded Cargohold II Blueprint	0.01	\N
1333	Reinforced Bulkheads I	25	1195
1334	Reinforced Bulkheads I Blueprint	0.01	335
1335	Reinforced Bulkheads II	5	1195
1336	Reinforced Bulkheads II Blueprint	0.01	\N
1351	Basic Reactor Control Unit	5	659
1353	Reactor Control Unit I	5	659
1354	Reactor Control Unit I Blueprint	0.01	1561
1355	Reactor Control Unit II	5	659
1356	Reactor Control Unit II Blueprint	0.01	\N
1373	CharacterAmarr	1	\N
1374	CharacterNiKunni	1	\N
1375	CharacterCivire	1	\N
1376	CharacterDeteis	1	\N
1377	CharacterGallente	1	\N
1378	CharacterIntaki	1	\N
1379	CharacterSebiestor	1	\N
1380	CharacterBrutor	1	\N
1381	CharacterStatic	1	\N
1382	CharacterModifier	1	\N
1383	CharacterAchura	1	\N
1384	CharacterJinMei	1	\N
1385	CharacterKhanid	1	\N
1386	CharacterVherokior	1	\N
1401	Basic Inertia Stabilizers	5	1086
1403	Inertia Stabilizers I	5	1086
1404	Inertia Stabilizers I Blueprint	0.01	332
1405	Inertia Stabilizers II	5	1086
1406	Inertia Stabilizers II Blueprint	0.01	\N
1419	Basic Shield Power Relay	5	688
1422	Shield Power Relay II	5	688
1423	Shield Power Relay II Blueprint	0.01	\N
1436	Auto Targeting System II	5	670
1437	Auto Targeting System II Blueprint	0.01	\N
1445	Capacitor Power Relay I	5	667
1446	Capacitor Power Relay I Blueprint	0.01	1557
1447	Capacitor Power Relay II	5	667
1448	Capacitor Power Relay II Blueprint	0.01	\N
1529	Caldari Administrative Station	1	\N
1530	Caldari Research Station	1	\N
1531	Caldari Trading Station	1	\N
1537	Basic Power Diagnostic System	5	658
1539	Power Diagnostic System I	5	658
1540	Power Diagnostic System I Blueprint	0.01	1560
1541	Power Diagnostic System II	5	658
1542	Power Diagnostic System II Blueprint	0.01	\N
1547	Small Proton Smartbomb I	12.5	382
1548	Small Proton Smartbomb I Blueprint	0.01	341
1549	Small Proton Smartbomb II	5	382
1550	Small Proton Smartbomb II Blueprint	0.01	\N
1551	Small Graviton Smartbomb I	12.5	382
1552	Small Graviton Smartbomb I Blueprint	0.01	341
1553	Small Graviton Smartbomb II	5	382
1554	Small Graviton Smartbomb II Blueprint	0.01	\N
1557	Small Plasma Smartbomb I	12.5	382
1558	Small Plasma Smartbomb I Blueprint	0.01	341
1559	Small Plasma Smartbomb II	5	382
1560	Small Plasma Smartbomb II Blueprint	0.01	\N
1563	Small EMP Smartbomb I	12.5	382
1564	Small EMP Smartbomb I Blueprint	0.01	341
1565	Small EMP Smartbomb II	5	382
1566	Small EMP Smartbomb II Blueprint	0.01	\N
1601	Amarr Bonus	0	\N
1602	Ni-Kunni Bonus	0	\N
1603	Civire Bonus	0	\N
1604	Deteis Bonus	0	\N
1605	Gallente Bonus	0	\N
1606	Intaki Bonus	0	\N
1607	Sebiestor Bonus	0	\N
1608	Brutor Bonus	0	\N
1611	Computer Empathy Bonus	0	\N
1612	Ordered Mind Bonus	0	\N
1613	Standard DNA Pattern Bonus	0	\N
1614	Killer Instinct Bonus	0	\N
1615	Deft Hands Bonus	0	\N
1616	Structural Understanding Bonus	0	\N
1617	Creative Bonus	0	\N
1618	Glib Tongue Bonus	0	\N
1619	August Demeanor Bonus	0	\N
1620	Superior Motion Sense Bonus	0	\N
1621	High-G Tolerance Bonus	0	\N
1622	Vector Reckoning Bonus	0	\N
1623	Stratum Form Feel Bonus	0	\N
1624	Doctrine Ingrained Bonus	0	\N
1625	Three Dimensional Thinking Bonus	0	\N
1626	Swift Neural Grafting Bonus	0	\N
1627	Booster Immunity Bonus	0	\N
1628	Algiophobia Bonus	0	\N
1629	Barophobia Bonus	0	\N
1630	Cenophobia Bonus	0	\N
1631	Claustrophobia Bonus	0	\N
1632	Monophobia Bonus	0	\N
1633	Mysophobia Bonus	0	\N
1634	Taphephobia Bonus	0	\N
1635	Xenophobia Bonus	0	\N
1636	Mechanical Inaptitude Bonus	0	\N
1639	Weak Double-helix Bond Bonus	0	\N
1640	Short Attention Span Bonus	0	\N
1641	Wasteful Bonus	0	\N
1642	Trigger-happy Bonus	0	\N
1643	Epileptic Bonus	0	\N
1644	Strong Immunity System Bonus	0	\N
1650	Amarr Military Academy Pilot Bonus	0	\N
1651	Amarr Military Academy Gunner Bonus	0	\N
1652	Amarr Technical School Engineering Bonus	0	\N
